instant,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12
8059,False,False,False,False,False,False,False,False,False,False,False,True
8060,False,False,False,False,False,False,False,False,False,False,False,True
8061,False,False,False,False,False,False,False,False,False,False,False,True
8062,False,False,False,False,False,False,False,False,False,False,False,True
8063,False,False,False,False,False,False,False,False,False,False,False,True
8064,False,False,False,False,False,False,False,False,False,False,False,True
8065,False,False,False,False,False,False,False,False,False,False,False,True
8066,False,False,False,False,False,False,False,False,False,False,False,True
8067,False,False,False,False,False,False,False,False,False,False,False,True
8068,False,False,False,False,False,False,False,False,False,False,False,True
8069,False,False,False,False,False,False,False,False,False,False,False,True
8070,False,False,False,False,False,False,False,False,False,False,False,True
8071,False,False,False,False,False,False,False,False,False,False,False,True
8072,False,False,False,False,False,False,False,False,False,False,False,True
8073,False,False,False,False,False,False,False,False,False,False,False,True
8074,False,False,False,False,False,False,False,False,False,False,False,True
8075,False,False,False,False,False,False,False,False,False,False,False,True
8076,False,False,False,False,False,False,False,False,False,False,False,True
8077,False,False,False,False,False,False,False,False,False,False,False,True
8078,False,False,False,False,False,False,False,False,False,False,False,True
8079,False,False,False,False,False,False,False,False,False,False,False,True
8080,False,False,False,False,False,False,False,False,False,False,False,True
8081,False,False,False,False,False,False,False,False,False,False,False,True
8082,False,False,False,False,False,False,False,False,False,False,False,True
8083,False,False,False,False,False,False,False,False,False,False,False,True
8084,False,False,False,False,False,False,False,False,False,False,False,True
8085,False,False,False,False,False,False,False,False,False,False,False,True
8086,False,False,False,False,False,False,False,False,False,False,False,True
8087,False,False,False,False,False,False,False,False,False,False,False,True
8088,False,False,False,False,False,False,False,False,False,False,False,True
8089,False,False,False,False,False,False,False,False,False,False,False,True
8090,False,False,False,False,False,False,False,False,False,False,False,True
8091,False,False,False,False,False,False,False,False,False,False,False,True
8092,False,False,False,False,False,False,False,False,False,False,False,True
8093,False,False,False,False,False,False,False,False,False,False,False,True
8094,False,False,False,False,False,False,False,False,False,False,False,True
8095,False,False,False,False,False,False,False,False,False,False,False,True
8096,False,False,False,False,False,False,False,False,False,False,False,True
8097,False,False,False,False,False,False,False,False,False,False,False,True
8098,False,False,False,False,False,False,False,False,False,False,False,True
8099,False,False,False,False,False,False,False,False,False,False,False,True
8100,False,False,False,False,False,False,False,False,False,False,False,True
8101,False,False,False,False,False,False,False,False,False,False,False,True
8102,False,False,False,False,False,False,False,False,False,False,False,True
8103,False,False,False,False,False,False,False,False,False,False,False,True
8104,False,False,False,False,False,False,False,False,False,False,False,True
8105,False,False,False,False,False,False,False,False,False,False,False,True
8106,False,False,False,False,False,False,False,False,False,False,False,True
8107,False,False,False,False,False,False,False,False,False,False,False,True
8108,False,False,False,False,False,False,False,False,False,False,False,True
8109,False,False,False,False,False,False,False,False,False,False,False,True
8110,False,False,False,False,False,False,False,False,False,False,False,True
8111,False,False,False,False,False,False,False,False,False,False,False,True
8112,False,False,False,False,False,False,False,False,False,False,False,True
8113,False,False,False,False,False,False,False,False,False,False,False,True
8114,False,False,False,False,False,False,False,False,False,False,False,True
8115,False,False,False,False,False,False,False,False,False,False,False,True
8116,False,False,False,False,False,False,False,False,False,False,False,True
8117,False,False,False,False,False,False,False,False,False,False,False,True
8118,False,False,False,False,False,False,False,False,False,False,False,True
8119,False,False,False,False,False,False,False,False,False,False,False,True
8120,False,False,False,False,False,False,False,False,False,False,False,True
8121,False,False,False,False,False,False,False,False,False,False,False,True
8122,False,False,False,False,False,False,False,False,False,False,False,True
8123,False,False,False,False,False,False,False,False,False,False,False,True
8124,False,False,False,False,False,False,False,False,False,False,False,True
8125,False,False,False,False,False,False,False,False,False,False,False,True
8126,False,False,False,False,False,False,False,False,False,False,False,True
8127,False,False,False,False,False,False,False,False,False,False,False,True
8128,False,False,False,False,False,False,False,False,False,False,False,True
8129,False,False,False,False,False,False,False,False,False,False,False,True
8130,False,False,False,False,False,False,False,False,False,False,False,True
8131,False,False,False,False,False,False,False,False,False,False,False,True
8132,False,False,False,False,False,False,False,False,False,False,False,True
8133,False,False,False,False,False,False,False,False,False,False,False,True
8134,False,False,False,False,False,False,False,False,False,False,False,True
8135,False,False,False,False,False,False,False,False,False,False,False,True
8136,False,False,False,False,False,False,False,False,False,False,False,True
8137,False,False,False,False,False,False,False,False,False,False,False,True
8138,False,False,False,False,False,False,False,False,False,False,False,True
8139,False,False,False,False,False,False,False,False,False,False,False,True
8140,False,False,False,False,False,False,False,False,False,False,False,True
8141,False,False,False,False,False,False,False,False,False,False,False,True
8142,False,False,False,False,False,False,False,False,False,False,False,True
8143,False,False,False,False,False,False,False,False,False,False,False,True
8144,False,False,False,False,False,False,False,False,False,False,False,True
8145,False,False,False,False,False,False,False,False,False,False,False,True
8146,False,False,False,False,False,False,False,False,False,False,False,True
8147,False,False,False,False,False,False,False,False,False,False,False,True
8148,False,False,False,False,False,False,False,False,False,False,False,True
8149,False,False,False,False,False,False,False,False,False,False,False,True
8150,False,False,False,False,False,False,False,False,False,False,False,True
8151,False,False,False,False,False,False,False,False,False,False,False,True
8152,False,False,False,False,False,False,False,False,False,False,False,True
8153,False,False,False,False,False,False,False,False,False,False,False,True
8154,False,False,False,False,False,False,False,False,False,False,False,True
8155,False,False,False,False,False,False,False,False,False,False,False,True
8156,False,False,False,False,False,False,False,False,False,False,False,True
8157,False,False,False,False,False,False,False,False,False,False,False,True
8158,False,False,False,False,False,False,False,False,False,False,False,True
8159,False,False,False,False,False,False,False,False,False,False,False,True
8160,False,False,False,False,False,False,False,False,False,False,False,True
8161,False,False,False,False,False,False,False,False,False,False,False,True
8162,False,False,False,False,False,False,False,False,False,False,False,True
8163,False,False,False,False,False,False,False,False,False,False,False,True
8164,False,False,False,False,False,False,False,False,False,False,False,True
8165,False,False,False,False,False,False,False,False,False,False,False,True
8166,False,False,False,False,False,False,False,False,False,False,False,True
8167,False,False,False,False,False,False,False,False,False,False,False,True
8168,False,False,False,False,False,False,False,False,False,False,False,True
8169,False,False,False,False,False,False,False,False,False,False,False,True
8170,False,False,False,False,False,False,False,False,False,False,False,True
8171,False,False,False,False,False,False,False,False,False,False,False,True
8172,False,False,False,False,False,False,False,False,False,False,False,True
8173,False,False,False,False,False,False,False,False,False,False,False,True
8174,False,False,False,False,False,False,False,False,False,False,False,True
8175,False,False,False,False,False,False,False,False,False,False,False,True
8176,False,False,False,False,False,False,False,False,False,False,False,True
8177,False,False,False,False,False,False,False,False,False,False,False,True
8178,False,False,False,False,False,False,False,False,False,False,False,True
8179,False,False,False,False,False,False,False,False,False,False,False,True
8180,False,False,False,False,False,False,False,False,False,False,False,True
8181,False,False,False,False,False,False,False,False,False,False,False,True
8182,False,False,False,False,False,False,False,False,False,False,False,True
8183,False,False,False,False,False,False,False,False,False,False,False,True
8184,False,False,False,False,False,False,False,False,False,False,False,True
8185,False,False,False,False,False,False,False,False,False,False,False,True
8186,False,False,False,False,False,False,False,False,False,False,False,True
8187,False,False,False,False,False,False,False,False,False,False,False,True
8188,False,False,False,False,False,False,False,False,False,False,False,True
8189,False,False,False,False,False,False,False,False,False,False,False,True
8190,False,False,False,False,False,False,False,False,False,False,False,True
8191,False,False,False,False,False,False,False,False,False,False,False,True
8192,False,False,False,False,False,False,False,False,False,False,False,True
8193,False,False,False,False,False,False,False,False,False,False,False,True
8194,False,False,False,False,False,False,False,False,False,False,False,True
8195,False,False,False,False,False,False,False,False,False,False,False,True
8196,False,False,False,False,False,False,False,False,False,False,False,True
8197,False,False,False,False,False,False,False,False,False,False,False,True
8198,False,False,False,False,False,False,False,False,False,False,False,True
8199,False,False,False,False,False,False,False,False,False,False,False,True
8200,False,False,False,False,False,False,False,False,False,False,False,True
8201,False,False,False,False,False,False,False,False,False,False,False,True
8202,False,False,False,False,False,False,False,False,False,False,False,True
8203,False,False,False,False,False,False,False,False,False,False,False,True
8204,False,False,False,False,False,False,False,False,False,False,False,True
8205,False,False,False,False,False,False,False,False,False,False,False,True
8206,False,False,False,False,False,False,False,False,False,False,False,True
8207,False,False,False,False,False,False,False,False,False,False,False,True
8208,False,False,False,False,False,False,False,False,False,False,False,True
8209,False,False,False,False,False,False,False,False,False,False,False,True
8210,False,False,False,False,False,False,False,False,False,False,False,True
8211,False,False,False,False,False,False,False,False,False,False,False,True
8212,False,False,False,False,False,False,False,False,False,False,False,True
8213,False,False,False,False,False,False,False,False,False,False,False,True
8214,False,False,False,False,False,False,False,False,False,False,False,True
8215,False,False,False,False,False,False,False,False,False,False,False,True
8216,False,False,False,False,False,False,False,False,False,False,False,True
8217,False,False,False,False,False,False,False,False,False,False,False,True
8218,False,False,False,False,False,False,False,False,False,False,False,True
8219,False,False,False,False,False,False,False,False,False,False,False,True
8220,False,False,False,False,False,False,False,False,False,False,False,True
8221,False,False,False,False,False,False,False,False,False,False,False,True
8222,False,False,False,False,False,False,False,False,False,False,False,True
8223,False,False,False,False,False,False,False,False,False,False,False,True
8224,False,False,False,False,False,False,False,False,False,False,False,True
8225,False,False,False,False,False,False,False,False,False,False,False,True
8226,False,False,False,False,False,False,False,False,False,False,False,True
8227,False,False,False,False,False,False,False,False,False,False,False,True
8228,False,False,False,False,False,False,False,False,False,False,False,True
8229,False,False,False,False,False,False,False,False,False,False,False,True
8230,False,False,False,False,False,False,False,False,False,False,False,True
8231,False,False,False,False,False,False,False,False,False,False,False,True
8232,False,False,False,False,False,False,False,False,False,False,False,True
8233,False,False,False,False,False,False,False,False,False,False,False,True
8234,False,False,False,False,False,False,False,False,False,False,False,True
8235,False,False,False,False,False,False,False,False,False,False,False,True
8236,False,False,False,False,False,False,False,False,False,False,False,True
8237,False,False,False,False,False,False,False,False,False,False,False,True
8238,False,False,False,False,False,False,False,False,False,False,False,True
8239,False,False,False,False,False,False,False,False,False,False,False,True
8240,False,False,False,False,False,False,False,False,False,False,False,True
8241,False,False,False,False,False,False,False,False,False,False,False,True
8242,False,False,False,False,False,False,False,False,False,False,False,True
8243,False,False,False,False,False,False,False,False,False,False,False,True
8244,False,False,False,False,False,False,False,False,False,False,False,True
8245,False,False,False,False,False,False,False,False,False,False,False,True
8246,False,False,False,False,False,False,False,False,False,False,False,True
8247,False,False,False,False,False,False,False,False,False,False,False,True
8248,False,False,False,False,False,False,False,False,False,False,False,True
8249,False,False,False,False,False,False,False,False,False,False,False,True
8250,False,False,False,False,False,False,False,False,False,False,False,True
8251,False,False,False,False,False,False,False,False,False,False,False,True
8252,False,False,False,False,False,False,False,False,False,False,False,True
8253,False,False,False,False,False,False,False,False,False,False,False,True
8254,False,False,False,False,False,False,False,False,False,False,False,True
8255,False,False,False,False,False,False,False,False,False,False,False,True
8256,False,False,False,False,False,False,False,False,False,False,False,True
8257,False,False,False,False,False,False,False,False,False,False,False,True
8258,False,False,False,False,False,False,False,False,False,False,False,True
8259,False,False,False,False,False,False,False,False,False,False,False,True
8260,False,False,False,False,False,False,False,False,False,False,False,True
8261,False,False,False,False,False,False,False,False,False,False,False,True
8262,False,False,False,False,False,False,False,False,False,False,False,True
8263,False,False,False,False,False,False,False,False,False,False,False,True
8264,False,False,False,False,False,False,False,False,False,False,False,True
8265,False,False,False,False,False,False,False,False,False,False,False,True
8266,False,False,False,False,False,False,False,False,False,False,False,True
8267,False,False,False,False,False,False,False,False,False,False,False,True
8268,False,False,False,False,False,False,False,False,False,False,False,True
8269,False,False,False,False,False,False,False,False,False,False,False,True
8270,False,False,False,False,False,False,False,False,False,False,False,True
8271,False,False,False,False,False,False,False,False,False,False,False,True
8272,False,False,False,False,False,False,False,False,False,False,False,True
8273,False,False,False,False,False,False,False,False,False,False,False,True
8274,False,False,False,False,False,False,False,False,False,False,False,True
8275,False,False,False,False,False,False,False,False,False,False,False,True
8276,False,False,False,False,False,False,False,False,False,False,False,True
8277,False,False,False,False,False,False,False,False,False,False,False,True
8278,False,False,False,False,False,False,False,False,False,False,False,True
8279,False,False,False,False,False,False,False,False,False,False,False,True
8280,False,False,False,False,False,False,False,False,False,False,False,True
8281,False,False,False,False,False,False,False,False,False,False,False,True
8282,False,False,False,False,False,False,False,False,False,False,False,True
8283,False,False,False,False,False,False,False,False,False,False,False,True
8284,False,False,False,False,False,False,False,False,False,False,False,True
8285,False,False,False,False,False,False,False,False,False,False,False,True
8286,False,False,False,False,False,False,False,False,False,False,False,True
8287,False,False,False,False,False,False,False,False,False,False,False,True
8288,False,False,False,False,False,False,False,False,False,False,False,True
8289,False,False,False,False,False,False,False,False,False,False,False,True
8290,False,False,False,False,False,False,False,False,False,False,False,True
8291,False,False,False,False,False,False,False,False,False,False,False,True
8292,False,False,False,False,False,False,False,False,False,False,False,True
8293,False,False,False,False,False,False,False,False,False,False,False,True
8294,False,False,False,False,False,False,False,False,False,False,False,True
8295,False,False,False,False,False,False,False,False,False,False,False,True
8296,False,False,False,False,False,False,False,False,False,False,False,True
8297,False,False,False,False,False,False,False,False,False,False,False,True
8298,False,False,False,False,False,False,False,False,False,False,False,True
8299,False,False,False,False,False,False,False,False,False,False,False,True
8300,False,False,False,False,False,False,False,False,False,False,False,True
8301,False,False,False,False,False,False,False,False,False,False,False,True
8302,False,False,False,False,False,False,False,False,False,False,False,True
8303,False,False,False,False,False,False,False,False,False,False,False,True
8304,False,False,False,False,False,False,False,False,False,False,False,True
8305,False,False,False,False,False,False,False,False,False,False,False,True
8306,False,False,False,False,False,False,False,False,False,False,False,True
8307,False,False,False,False,False,False,False,False,False,False,False,True
8308,False,False,False,False,False,False,False,False,False,False,False,True
8309,False,False,False,False,False,False,False,False,False,False,False,True
8310,False,False,False,False,False,False,False,False,False,False,False,True
8311,False,False,False,False,False,False,False,False,False,False,False,True
8312,False,False,False,False,False,False,False,False,False,False,False,True
8313,False,False,False,False,False,False,False,False,False,False,False,True
8314,False,False,False,False,False,False,False,False,False,False,False,True
8315,False,False,False,False,False,False,False,False,False,False,False,True
8316,False,False,False,False,False,False,False,False,False,False,False,True
8317,False,False,False,False,False,False,False,False,False,False,False,True
8318,False,False,False,False,False,False,False,False,False,False,False,True
8319,False,False,False,False,False,False,False,False,False,False,False,True
8320,False,False,False,False,False,False,False,False,False,False,False,True
8321,False,False,False,False,False,False,False,False,False,False,False,True
8322,False,False,False,False,False,False,False,False,False,False,False,True
8323,False,False,False,False,False,False,False,False,False,False,False,True
8324,False,False,False,False,False,False,False,False,False,False,False,True
8325,False,False,False,False,False,False,False,False,False,False,False,True
8326,False,False,False,False,False,False,False,False,False,False,False,True
8327,False,False,False,False,False,False,False,False,False,False,False,True
8328,False,False,False,False,False,False,False,False,False,False,False,True
8329,False,False,False,False,False,False,False,False,False,False,False,True
8330,False,False,False,False,False,False,False,False,False,False,False,True
8331,False,False,False,False,False,False,False,False,False,False,False,True
8332,False,False,False,False,False,False,False,False,False,False,False,True
8333,False,False,False,False,False,False,False,False,False,False,False,True
8334,False,False,False,False,False,False,False,False,False,False,False,True
8335,False,False,False,False,False,False,False,False,False,False,False,True
8336,False,False,False,False,False,False,False,False,False,False,False,True
8337,False,False,False,False,False,False,False,False,False,False,False,True
8338,False,False,False,False,False,False,False,False,False,False,False,True
8339,False,False,False,False,False,False,False,False,False,False,False,True
8340,False,False,False,False,False,False,False,False,False,False,False,True
8341,False,False,False,False,False,False,False,False,False,False,False,True
8342,False,False,False,False,False,False,False,False,False,False,False,True
8343,False,False,False,False,False,False,False,False,False,False,False,True
8344,False,False,False,False,False,False,False,False,False,False,False,True
8345,False,False,False,False,False,False,False,False,False,False,False,True
8346,False,False,False,False,False,False,False,False,False,False,False,True
8347,False,False,False,False,False,False,False,False,False,False,False,True
8348,False,False,False,False,False,False,False,False,False,False,False,True
8349,False,False,False,False,False,False,False,False,False,False,False,True
8350,False,False,False,False,False,False,False,False,False,False,False,True
8351,False,False,False,False,False,False,False,False,False,False,False,True
8352,False,False,False,False,False,False,False,False,False,False,False,True
8353,False,False,False,False,False,False,False,False,False,False,False,True
8354,False,False,False,False,False,False,False,False,False,False,False,True
8355,False,False,False,False,False,False,False,False,False,False,False,True
8356,False,False,False,False,False,False,False,False,False,False,False,True
8357,False,False,False,False,False,False,False,False,False,False,False,True
8358,False,False,False,False,False,False,False,False,False,False,False,True
8359,False,False,False,False,False,False,False,False,False,False,False,True
8360,False,False,False,False,False,False,False,False,False,False,False,True
8361,False,False,False,False,False,False,False,False,False,False,False,True
8362,False,False,False,False,False,False,False,False,False,False,False,True
8363,False,False,False,False,False,False,False,False,False,False,False,True
8364,False,False,False,False,False,False,False,False,False,False,False,True
8365,False,False,False,False,False,False,False,False,False,False,False,True
8366,False,False,False,False,False,False,False,False,False,False,False,True
8367,False,False,False,False,False,False,False,False,False,False,False,True
8368,False,False,False,False,False,False,False,False,False,False,False,True
8369,False,False,False,False,False,False,False,False,False,False,False,True
8370,False,False,False,False,False,False,False,False,False,False,False,True
8371,False,False,False,False,False,False,False,False,False,False,False,True
8372,False,False,False,False,False,False,False,False,False,False,False,True
8373,False,False,False,False,False,False,False,False,False,False,False,True
8374,False,False,False,False,False,False,False,False,False,False,False,True
8375,False,False,False,False,False,False,False,False,False,False,False,True
8376,False,False,False,False,False,False,False,False,False,False,False,True
8377,False,False,False,False,False,False,False,False,False,False,False,True
8378,False,False,False,False,False,False,False,False,False,False,False,True
8379,False,False,False,False,False,False,False,False,False,False,False,True
8380,False,False,False,False,False,False,False,False,False,False,False,True
8381,False,False,False,False,False,False,False,False,False,False,False,True
8382,False,False,False,False,False,False,False,False,False,False,False,True
8383,False,False,False,False,False,False,False,False,False,False,False,True
8384,False,False,False,False,False,False,False,False,False,False,False,True
8385,False,False,False,False,False,False,False,False,False,False,False,True
8386,False,False,False,False,False,False,False,False,False,False,False,True
8387,False,False,False,False,False,False,False,False,False,False,False,True
8388,False,False,False,False,False,False,False,False,False,False,False,True
8389,False,False,False,False,False,False,False,False,False,False,False,True
8390,False,False,False,False,False,False,False,False,False,False,False,True
8391,False,False,False,False,False,False,False,False,False,False,False,True
8392,False,False,False,False,False,False,False,False,False,False,False,True
8393,False,False,False,False,False,False,False,False,False,False,False,True
8394,False,False,False,False,False,False,False,False,False,False,False,True
8395,False,False,False,False,False,False,False,False,False,False,False,True
8396,False,False,False,False,False,False,False,False,False,False,False,True
8397,False,False,False,False,False,False,False,False,False,False,False,True
8398,False,False,False,False,False,False,False,False,False,False,False,True
8399,False,False,False,False,False,False,False,False,False,False,False,True
8400,False,False,False,False,False,False,False,False,False,False,False,True
8401,False,False,False,False,False,False,False,False,False,False,False,True
8402,False,False,False,False,False,False,False,False,False,False,False,True
8403,False,False,False,False,False,False,False,False,False,False,False,True
8404,False,False,False,False,False,False,False,False,False,False,False,True
8405,False,False,False,False,False,False,False,False,False,False,False,True
8406,False,False,False,False,False,False,False,False,False,False,False,True
8407,False,False,False,False,False,False,False,False,False,False,False,True
8408,False,False,False,False,False,False,False,False,False,False,False,True
8409,False,False,False,False,False,False,False,False,False,False,False,True
8410,False,False,False,False,False,False,False,False,False,False,False,True
8411,False,False,False,False,False,False,False,False,False,False,False,True
8412,False,False,False,False,False,False,False,False,False,False,False,True
8413,False,False,False,False,False,False,False,False,False,False,False,True
8414,False,False,False,False,False,False,False,False,False,False,False,True
8415,False,False,False,False,False,False,False,False,False,False,False,True
8416,False,False,False,False,False,False,False,False,False,False,False,True
8417,False,False,False,False,False,False,False,False,False,False,False,True
8418,False,False,False,False,False,False,False,False,False,False,False,True
8419,False,False,False,False,False,False,False,False,False,False,False,True
8420,False,False,False,False,False,False,False,False,False,False,False,True
8421,False,False,False,False,False,False,False,False,False,False,False,True
8422,False,False,False,False,False,False,False,False,False,False,False,True
8423,False,False,False,False,False,False,False,False,False,False,False,True
8424,False,False,False,False,False,False,False,False,False,False,False,True
8425,False,False,False,False,False,False,False,False,False,False,False,True
8426,False,False,False,False,False,False,False,False,False,False,False,True
8427,False,False,False,False,False,False,False,False,False,False,False,True
8428,False,False,False,False,False,False,False,False,False,False,False,True
8429,False,False,False,False,False,False,False,False,False,False,False,True
8430,False,False,False,False,False,False,False,False,False,False,False,True
8431,False,False,False,False,False,False,False,False,False,False,False,True
8432,False,False,False,False,False,False,False,False,False,False,False,True
8433,False,False,False,False,False,False,False,False,False,False,False,True
8434,False,False,False,False,False,False,False,False,False,False,False,True
8435,False,False,False,False,False,False,False,False,False,False,False,True
8436,False,False,False,False,False,False,False,False,False,False,False,True
8437,False,False,False,False,False,False,False,False,False,False,False,True
8438,False,False,False,False,False,False,False,False,False,False,False,True
8439,False,False,False,False,False,False,False,False,False,False,False,True
8440,False,False,False,False,False,False,False,False,False,False,False,True
8441,False,False,False,False,False,False,False,False,False,False,False,True
8442,False,False,False,False,False,False,False,False,False,False,False,True
8443,False,False,False,False,False,False,False,False,False,False,False,True
8444,False,False,False,False,False,False,False,False,False,False,False,True
8445,False,False,False,False,False,False,False,False,False,False,False,True
8446,False,False,False,False,False,False,False,False,False,False,False,True
8447,False,False,False,False,False,False,False,False,False,False,False,True
8448,False,False,False,False,False,False,False,False,False,False,False,True
8449,False,False,False,False,False,False,False,False,False,False,False,True
8450,False,False,False,False,False,False,False,False,False,False,False,True
8451,False,False,False,False,False,False,False,False,False,False,False,True
8452,False,False,False,False,False,False,False,False,False,False,False,True
8453,False,False,False,False,False,False,False,False,False,False,False,True
8454,False,False,False,False,False,False,False,False,False,False,False,True
8455,False,False,False,False,False,False,False,False,False,False,False,True
8456,False,False,False,False,False,False,False,False,False,False,False,True
8457,False,False,False,False,False,False,False,False,False,False,False,True
8458,False,False,False,False,False,False,False,False,False,False,False,True
8459,False,False,False,False,False,False,False,False,False,False,False,True
8460,False,False,False,False,False,False,False,False,False,False,False,True
8461,False,False,False,False,False,False,False,False,False,False,False,True
8462,False,False,False,False,False,False,False,False,False,False,False,True
8463,False,False,False,False,False,False,False,False,False,False,False,True
8464,False,False,False,False,False,False,False,False,False,False,False,True
8465,False,False,False,False,False,False,False,False,False,False,False,True
8466,False,False,False,False,False,False,False,False,False,False,False,True
8467,False,False,False,False,False,False,False,False,False,False,False,True
8468,False,False,False,False,False,False,False,False,False,False,False,True
8469,False,False,False,False,False,False,False,False,False,False,False,True
8470,False,False,False,False,False,False,False,False,False,False,False,True
8471,False,False,False,False,False,False,False,False,False,False,False,True
8472,False,False,False,False,False,False,False,False,False,False,False,True
8473,False,False,False,False,False,False,False,False,False,False,False,True
8474,False,False,False,False,False,False,False,False,False,False,False,True
8475,False,False,False,False,False,False,False,False,False,False,False,True
8476,False,False,False,False,False,False,False,False,False,False,False,True
8477,False,False,False,False,False,False,False,False,False,False,False,True
8478,False,False,False,False,False,False,False,False,False,False,False,True
8479,False,False,False,False,False,False,False,False,False,False,False,True
8480,False,False,False,False,False,False,False,False,False,False,False,True
8481,False,False,False,False,False,False,False,False,False,False,False,True
8482,False,False,False,False,False,False,False,False,False,False,False,True
8483,False,False,False,False,False,False,False,False,False,False,False,True
8484,False,False,False,False,False,False,False,False,False,False,False,True
8485,False,False,False,False,False,False,False,False,False,False,False,True
8486,False,False,False,False,False,False,False,False,False,False,False,True
8487,False,False,False,False,False,False,False,False,False,False,False,True
8488,False,False,False,False,False,False,False,False,False,False,False,True
8489,False,False,False,False,False,False,False,False,False,False,False,True
8490,False,False,False,False,False,False,False,False,False,False,False,True
8491,False,False,False,False,False,False,False,False,False,False,False,True
8492,False,False,False,False,False,False,False,False,False,False,False,True
8493,False,False,False,False,False,False,False,False,False,False,False,True
8494,False,False,False,False,False,False,False,False,False,False,False,True
8495,False,False,False,False,False,False,False,False,False,False,False,True
8496,False,False,False,False,False,False,False,False,False,False,False,True
8497,False,False,False,False,False,False,False,False,False,False,False,True
8498,False,False,False,False,False,False,False,False,False,False,False,True
8499,False,False,False,False,False,False,False,False,False,False,False,True
8500,False,False,False,False,False,False,False,False,False,False,False,True
8501,False,False,False,False,False,False,False,False,False,False,False,True
8502,False,False,False,False,False,False,False,False,False,False,False,True
8503,False,False,False,False,False,False,False,False,False,False,False,True
8504,False,False,False,False,False,False,False,False,False,False,False,True
8505,False,False,False,False,False,False,False,False,False,False,False,True
8506,False,False,False,False,False,False,False,False,False,False,False,True
8507,False,False,False,False,False,False,False,False,False,False,False,True
8508,False,False,False,False,False,False,False,False,False,False,False,True
8509,False,False,False,False,False,False,False,False,False,False,False,True
8510,False,False,False,False,False,False,False,False,False,False,False,True
8511,False,False,False,False,False,False,False,False,False,False,False,True
8512,False,False,False,False,False,False,False,False,False,False,False,True
8513,False,False,False,False,False,False,False,False,False,False,False,True
8514,False,False,False,False,False,False,False,False,False,False,False,True
8515,False,False,False,False,False,False,False,False,False,False,False,True
8516,False,False,False,False,False,False,False,False,False,False,False,True
8517,False,False,False,False,False,False,False,False,False,False,False,True
8518,False,False,False,False,False,False,False,False,False,False,False,True
8519,False,False,False,False,False,False,False,False,False,False,False,True
8520,False,False,False,False,False,False,False,False,False,False,False,True
8521,False,False,False,False,False,False,False,False,False,False,False,True
8522,False,False,False,False,False,False,False,False,False,False,False,True
8523,False,False,False,False,False,False,False,False,False,False,False,True
8524,False,False,False,False,False,False,False,False,False,False,False,True
8525,False,False,False,False,False,False,False,False,False,False,False,True
8526,False,False,False,False,False,False,False,False,False,False,False,True
8527,False,False,False,False,False,False,False,False,False,False,False,True
8528,False,False,False,False,False,False,False,False,False,False,False,True
8529,False,False,False,False,False,False,False,False,False,False,False,True
8530,False,False,False,False,False,False,False,False,False,False,False,True
8531,False,False,False,False,False,False,False,False,False,False,False,True
8532,False,False,False,False,False,False,False,False,False,False,False,True
8533,False,False,False,False,False,False,False,False,False,False,False,True
8534,False,False,False,False,False,False,False,False,False,False,False,True
8535,False,False,False,False,False,False,False,False,False,False,False,True
8536,False,False,False,False,False,False,False,False,False,False,False,True
8537,False,False,False,False,False,False,False,False,False,False,False,True
8538,False,False,False,False,False,False,False,False,False,False,False,True
8539,False,False,False,False,False,False,False,False,False,False,False,True
8540,False,False,False,False,False,False,False,False,False,False,False,True
8541,False,False,False,False,False,False,False,False,False,False,False,True
8542,False,False,False,False,False,False,False,False,False,False,False,True
8543,False,False,False,False,False,False,False,False,False,False,False,True
8544,False,False,False,False,False,False,False,False,False,False,False,True
8545,False,False,False,False,False,False,False,False,False,False,False,True
8546,False,False,False,False,False,False,False,False,False,False,False,True
8547,False,False,False,False,False,False,False,False,False,False,False,True
8548,False,False,False,False,False,False,False,False,False,False,False,True
8549,False,False,False,False,False,False,False,False,False,False,False,True
8550,False,False,False,False,False,False,False,False,False,False,False,True
8551,False,False,False,False,False,False,False,False,False,False,False,True
8552,False,False,False,False,False,False,False,False,False,False,False,True
8553,False,False,False,False,False,False,False,False,False,False,False,True
8554,False,False,False,False,False,False,False,False,False,False,False,True
8555,False,False,False,False,False,False,False,False,False,False,False,True
8556,False,False,False,False,False,False,False,False,False,False,False,True
8557,False,False,False,False,False,False,False,False,False,False,False,True
8558,False,False,False,False,False,False,False,False,False,False,False,True
8559,False,False,False,False,False,False,False,False,False,False,False,True
8560,False,False,False,False,False,False,False,False,False,False,False,True
8561,False,False,False,False,False,False,False,False,False,False,False,True
8562,False,False,False,False,False,False,False,False,False,False,False,True
8563,False,False,False,False,False,False,False,False,False,False,False,True
8564,False,False,False,False,False,False,False,False,False,False,False,True
8565,False,False,False,False,False,False,False,False,False,False,False,True
8566,False,False,False,False,False,False,False,False,False,False,False,True
8567,False,False,False,False,False,False,False,False,False,False,False,True
8568,False,False,False,False,False,False,False,False,False,False,False,True
8569,False,False,False,False,False,False,False,False,False,False,False,True
8570,False,False,False,False,False,False,False,False,False,False,False,True
8571,False,False,False,False,False,False,False,False,False,False,False,True
8572,False,False,False,False,False,False,False,False,False,False,False,True
8573,False,False,False,False,False,False,False,False,False,False,False,True
